conv_id,original_labels,top_3_emotions_responses,top_1_emotion_responses,position_of_original_label
hit:6733_conv:13466,surprised,"['surprised', 'excited', 'curious']",surprised,1.0
hit:6886_conv:13772,lonely,"['content', ' hopeful', ' amused']",content,
hit:11880_conv:23761,faithful,"['proud', ' happy', ' grateful']",proud,
hit:1972_conv:3945,excited,"['excited', 'hopeful', 'anticipating']",excited,1.0
hit:5339_conv:10678,nostalgic,"['nostalgic', 'lonely', 'hopeful']",nostalgic,1.0
hit:6821_conv:13642,anticipating,"['excited', 'hopeful', 'content']",excited,
hit:7794_conv:15589,disgusted,"['disgusted', 'surprised', 'sad']",disgusted,1.0
hit:11880_conv:23761,faithful,"['proud', 'grateful', 'hopeful']",proud,
hit:1886_conv:3773,hopeful,"['proud', 'hopeful', 'content']",proud,2.0
hit:4985_conv:9971,hopeful,"['excited', 'hopeful', 'grateful']",excited,2.0
hit:6623_conv:13247,surprised,"['surprised', ' afraid', ' angry']",surprised,1.0
hit:8854_conv:17709,anticipating,"['excited', 'hopeful', 'content']",excited,
hit:1694_conv:3389,anticipating,"['excited', 'hopeful', 'content']",excited,
hit:1886_conv:3773,hopeful,"['anxious', ' ashamed', ' embarrassed']",anxious,
hit:24_conv:49,excited,"['joyful', ' nostalgic', ' hopeful']",joyful,
hit:5443_conv:10887,devastated,"['angry', 'sad', 'frustrated']",angry,
hit:8176_conv:16352,ashamed,"['guilty', ' embarrassed', ' hopeful']",guilty,
hit:1880_conv:3761,nostalgic,"['nostalgic', ' joyful', ' excited']",nostalgic,1.0
hit:2931_conv:5862,terrified,"['surprised', ' afraid', ' horrified']",surprised,
hit:5443_conv:10887,devastated,"['curious', ' hopeful', ' trusting']",curious,
hit:7477_conv:14955,terrified,"['afraid', 'angry', 'surprised']",afraid,
hit:8115_conv:16231,furious,"['annoyed', ' angry', ' frustrated']",annoyed,
hit:8979_conv:17959,lonely,"['sad', ' lonely', ' nostalgic']",sad,2.0
hit:12138_conv:24276,caring,"['proud', ' grateful', ' hopeful']",proud,
hit:6368_conv:12737,disappointed,"['proud', ' annoyed', ' hopeful']",proud,
hit:6529_conv:13058,annoyed,"['sad', 'anxious', 'frustrated']",sad,
hit:7405_conv:14810,sad,"['sad', 'nostalgic', 'grateful']",sad,1.0
hit:8115_conv:16231,furious,"['angry', ' frustrated', ' concerned']",angry,
hit:12138_conv:24276,caring,"['proud', ' hopeful', ' grateful']",proud,
hit:1892_conv:3784,sentimental,"['sentimental', ' content', ' grateful']",sentimental,1.0
hit:4777_conv:9554,apprehensive,"['surprised', 'afraid', 'lonely']",surprised,
hit:7825_conv:15651,lonely,"['grateful', ' lonely', ' caring']",grateful,2.0
hit:9798_conv:19597,furious,"['angry', ' devastated', ' disappointed']",angry,
hit:11364_conv:22728,proud,"['proud', 'excited', 'grateful']",proud,1.0
hit:12046_conv:24093,confident,"['anxious', ' hopeful', ' worried']",anxious,
hit:251_conv:503,confident,"['excited', 'proud', 'hopeful']",excited,
hit:379_conv:758,excited,"['excited', 'proud', 'hopeful']",excited,1.0
hit:10065_conv:20130,embarrassed,"['sad', ' hopeful', ' grateful']",sad,
hit:251_conv:503,confident,"['proud', ' prepared', ' surprised']",proud,
hit:4295_conv:8591,embarrassed,"['embarrassed', ' amused', ' anxious']",embarrassed,1.0
hit:6847_conv:13694,lonely,"['lonely', 'sad', 'embarrassed']",lonely,1.0
hit:8058_conv:16116,hopeful,"['excited', 'anxious', 'hopeful']",excited,3.0
hit:10065_conv:20130,embarrassed,"['hopeful', 'excited', 'content']",hopeful,
hit:1605_conv:3210,surprised,"['excited', 'surprised', 'grateful']",excited,2.0
hit:2399_conv:4799,surprised,"['surprised', ' shocked', ' concerned']",surprised,1.0
hit:2680_conv:5361,trusting,"['disappointed', ' angry', ' trusting']",disappointed,3.0
hit:3724_conv:7449,disgusted,"['disgusted', ' annoyed', ' nostalgic']",disgusted,1.0
hit:6092_conv:12184,content,"['content', 'jealous', 'hopeful']",content,1.0
hit:11015_conv:22031,apprehensive,"['hopeful', 'excited', 'anxious']",hopeful,
hit:12074_conv:24149,confident,"['excited', ' proud', ' confident']",excited,3.0
hit:3724_conv:7449,disgusted,"['disgusted', ' surprised', ' grateful']",disgusted,1.0
hit:6937_conv:13874,caring,"['grateful', 'sad', 'proud']",grateful,
hit:9739_conv:19479,surprised,"['surprised', ' disappointed', ' hopeful']",surprised,1.0
hit:11015_conv:22031,apprehensive,"['sad', ' hopeful', ' grateful']",sad,
hit:11624_conv:23248,anticipating,"['anxious', 'hopeful', 'content']",anxious,
hit:4643_conv:9287,anxious,"['anxious', 'prepared', 'concerned']",anxious,1.0
hit:4745_conv:9490,proud,"['proud', 'hopeful', 'impressed']",proud,1.0
hit:8657_conv:17315,disgusted,"['surprised', ' disgusted', ' annoyed']",surprised,2.0
hit:2842_conv:5685,anticipating,"['excited', 'hopeful', 'content']",excited,
hit:2941_conv:5883,ashamed,"['surprised', 'guilty', 'embarrassed']",surprised,
hit:4344_conv:8689,surprised,"['surprised', ' grateful', ' hopeful']",surprised,1.0
hit:4455_conv:8911,devastated,"['sad', 'disappointed', 'comforting']",sad,
hit:10014_conv:20029,sad,"['sad', 'grateful', 'sympathetic']",sad,1.0
hit:1271_conv:2542,anxious,"['anxious', 'hopeful', 'content']",anxious,1.0
hit:1719_conv:3438,joyful,"['joyful', 'excited', 'grateful']",joyful,1.0
hit:4344_conv:8689,surprised,"['surprised', 'grateful', 'hopeful']",surprised,1.0
hit:6490_conv:12981,anticipating,"['excited', 'hopeful', 'joyful']",excited,
hit:10014_conv:20029,sad,"['proud', ' content', ' surprised']",proud,
hit:11861_conv:23722,caring,"['grateful', ' proud', ' content']",grateful,
hit:6456_conv:12912,guilty,"['guilty', ' sad', ' anxious']",guilty,1.0
hit:6551_conv:13103,embarrassed,"['embarrassed', ' surprised', ' anxious']",embarrassed,1.0
hit:8462_conv:16924,grateful,"['proud', 'hopeful', 'grateful']",proud,3.0
hit:4060_conv:8121,nostalgic,"['nostalgic', ' joyful', ' grateful']",nostalgic,1.0
hit:5287_conv:10575,lonely,"['lonely', ' sad', ' angry']",lonely,1.0
hit:5431_conv:10862,sad,"['sad', ' empathetic', ' sympathetic']",sad,1.0
hit:70_conv:140,faithful,"['proud', 'sad', 'supportive']",proud,
hit:8987_conv:17974,devastated,"['sad', ' hopeful', ' nostalgic']",sad,
hit:10191_conv:20382,apprehensive,"['disappointed', 'surprised', 'hopeful']",disappointed,
hit:11085_conv:22170,joyful,"['excited', 'happy', 'proud']",excited,
hit:4060_conv:8121,nostalgic,"['nostalgic', ' grateful', ' hopeful']",nostalgic,1.0
hit:4282_conv:8565,nostalgic,"['sad', 'disappointed', 'surprised']",sad,
hit:9960_conv:19920,content,"['proud', 'hopeful', 'content']",proud,3.0
hit:1361_conv:2723,sad,"['sad', ' nostalgic', ' lonely']",sad,1.0
hit:2392_conv:4785,embarrassed,"['embarrassed', ' surprised', ' amused']",embarrassed,1.0
hit:3751_conv:7503,surprised,"['surprised', 'excited', 'hopeful']",surprised,1.0
hit:4282_conv:8565,nostalgic,"['angry', 'sad', 'sentimental']",angry,
hit:1503_conv:3006,annoyed,"['disgusted', 'surprised', 'annoyed']",disgusted,3.0
hit:1813_conv:3627,hopeful,"['anxious', 'anticipating', 'worried']",anxious,
hit:4389_conv:8779,impressed,"['impressed', 'excited', 'surprised']",impressed,1.0
hit:5943_conv:11886,ashamed,"['sad', ' anxious', ' frustrated']",sad,
hit:670_conv:1340,proud,"['proud', 'excited', 'hopeful']",proud,1.0
hit:1813_conv:3627,hopeful,"['hopeful', 'excited', 'content']",hopeful,1.0
hit:3955_conv:7910,sentimental,"['nostalgic', ' proud', ' sad']",nostalgic,
hit:4975_conv:9950,proud,"['excited', ' grateful', ' anticipating']",excited,
hit:8617_conv:17234,guilty,"['embarrassed', ' nostalgic', ' relieved']",embarrassed,
hit:9991_conv:19983,annoyed,"['angry', 'annoyed', 'excited']",angry,2.0
hit:10301_conv:20603,trusting,"['grateful', ' relieved', ' proud']",grateful,
hit:12018_conv:24036,furious,"['angry', 'annoyed', 'frustrated']",angry,
hit:3955_conv:7910,sentimental,"['proud', ' nostalgic', ' grateful']",proud,
hit:6883_conv:13766,surprised,"['surprised', 'excited', 'hopeful']",surprised,1.0
hit:8593_conv:17187,prepared,"['excited', 'hopeful', 'amused']",excited,
hit:1147_conv:2295,surprised,"['surprised', 'excited', 'hopeful']",surprised,1.0
hit:1198_conv:2396,afraid,"['terrified', 'surprised', 'grateful']",terrified,
hit:12018_conv:24036,furious,"['relieved', ' grateful', ' anxious']",relieved,
hit:12176_conv:24352,faithful,"['proud', ' hopeful', ' impressed']",proud,
hit:5893_conv:11787,embarrassed,"['embarrassed', 'amused', 'caring']",embarrassed,1.0
hit:3756_conv:7513,excited,"['sad', ' hopeful', ' proud']",sad,
hit:437_conv:875,anxious,"['anxious', 'stressed', 'calm']",anxious,1.0
hit:4977_conv:9954,confident,"['excited', ' proud', ' hopeful']",excited,
hit:5893_conv:11787,embarrassed,"['excited', ' proud', ' grateful']",excited,
hit:7885_conv:15770,caring,"['grateful', ' proud', ' loving']",grateful,
hit:9008_conv:18016,embarrassed,"['embarrassed', ' annoyed', ' surprised']",embarrassed,1.0
hit:11723_conv:23447,terrified,"['anxious', ' afraid', ' relieved']",anxious,
hit:2531_conv:5063,anxious,"['anxious', ' afraid', ' anticipating']",anxious,1.0
hit:4977_conv:9954,confident,"['excited', ' proud', ' impressed']",excited,
hit:6184_conv:12369,furious,"['angry', 'disgusted', 'frustrated']",angry,
hit:6689_conv:13378,impressed,"['disappointed', ' hopeful', ' determined']",disappointed,
hit:10774_conv:21548,devastated,"['sad', 'grateful', 'proud']",sad,
hit:4652_conv:9305,disgusted,"['disgusted', ' annoyed', ' skeptical']",disgusted,1.0
hit:6184_conv:12369,furious,"['confused', ' uncertain', ' skeptical']",confused,
hit:8233_conv:16467,impressed,"['hopeful', 'interested', 'caring']",hopeful,
hit:8648_conv:17297,proud,"['excited', ' joyful', ' amused']",excited,
hit:10774_conv:21548,devastated,"['surprised', ' proud', ' trusting']",surprised,
hit:11463_conv:22926,prepared,"['proud', ' relieved', ' satisfied']",proud,
hit:6366_conv:12732,excited,"['excited', ' hopeful', ' guilty']",excited,1.0
hit:7100_conv:14200,ashamed,"['guilty', ' ashamed', ' surprised']",guilty,2.0
hit:9466_conv:18932,devastated,"['sad', 'disappointed', 'lonely']",sad,
hit:10789_conv:21578,devastated,"['devastated', 'sad', 'grateful']",devastated,1.0
hit:11463_conv:22926,prepared,"['proud', ' annoyed', ' grateful']",proud,
hit:1348_conv:2696,sad,"['sad', 'lonely', 'grateful']",sad,1.0
hit:2277_conv:4555,confident,"['proud', ' hopeful', ' content']",proud,
hit:6165_conv:12330,confident,"['confident', ' proud', ' hopeful']",confident,1.0
hit:7358_conv:14717,furious,"['angry', ' annoyed', ' grateful']",angry,
hit:12331_conv:24662,trusting,"['betrayed', 'sad', 'disappointed']",betrayed,
hit:1348_conv:2696,sad,"['sad', ' hopeful', ' proud']",sad,1.0
hit:3639_conv:7278,proud,"['proud', 'happy', 'sad']",proud,1.0
hit:5017_conv:10034,caring,"['proud', ' impressed', ' curious']",proud,
hit:9129_conv:18259,trusting,"['anxious', 'sad', 'disappointed']",anxious,
hit:11204_conv:22409,apprehensive,"['anxious', 'sad', 'relieved']",anxious,
hit:3396_conv:6793,guilty,"['guilty', 'sad', 'relieved']",guilty,1.0
hit:5017_conv:10034,caring,"['proud', ' grateful', ' hopeful']",proud,
hit:7558_conv:15117,sad,"['sad', ' nostalgic', ' disappointed']",sad,1.0
hit:8931_conv:17862,lonely,"['hopeful', ' nostalgic', ' content']",hopeful,
hit:216_conv:432,disgusted,"['angry', ' disgusted', ' proud']",angry,2.0
hit:7558_conv:15117,sad,"['excited', ' hopeful', ' confident']",excited,
hit:7914_conv:15828,disgusted,"['disgusted', ' annoyed', ' hopeful']",disgusted,1.0
hit:8094_conv:16188,hopeful,"['excited', ' hopeful', ' proud']",excited,2.0
hit:9640_conv:19280,hopeful,"['frustrated', ' hopeful', ' relieved']",frustrated,2.0
hit:45_conv:91,furious,"['afraid', 'anxious', 'grateful']",afraid,
hit:5642_conv:11284,trusting,"['disappointed', ' anxious', ' angry']",disappointed,
hit:8094_conv:16188,hopeful,"['excited', ' hopeful', ' proud']",excited,2.0
hit:8733_conv:17467,embarrassed,"['embarrassed', ' surprised', ' annoyed']",embarrassed,1.0
hit:9075_conv:18150,hopeful,"['relieved', 'hopeful', 'proud']",relieved,2.0
hit:11821_conv:23643,devastated,"['sad', 'hopeful', 'grateful']",sad,
hit:1950_conv:3901,guilty,"['guilty', 'surprised', 'anxious']",guilty,1.0
hit:7548_conv:15097,impressed,"['surprised', ' proud', ' impressed']",surprised,3.0
hit:8671_conv:17342,disappointed,"['disappointed', ' sad', ' hopeful']",disappointed,1.0
hit:8733_conv:17467,embarrassed,"['embarrassed', 'anxious', 'sad']",embarrassed,1.0
hit:1729_conv:3459,caring,"['happy', 'excited', 'content']",happy,
hit:554_conv:1108,excited,"['grateful', ' surprised', ' relieved']",grateful,
hit:6306_conv:12612,grateful,"['grateful', 'proud', 'hopeful']",grateful,1.0
hit:7548_conv:15097,impressed,"['proud', ' hopeful', ' grateful']",proud,
hit:7940_conv:15880,trusting,"['proud', 'confident', 'content']",proud,
hit:11866_conv:23733,disappointed,"['surprised', 'annoyed', 'sad']",surprised,
hit:5729_conv:11459,impressed,"['happy', ' hopeful', ' proud']",happy,
hit:7122_conv:14245,disgusted,"['disgusted', ' amused', ' relieved']",disgusted,1.0
hit:8347_conv:16695,anxious,"['content', 'hopeful', 'excited']",content,
hit:10726_conv:21452,caring,"['proud', 'hopeful', 'grateful']",proud,
hit:3118_conv:6236,sentimental,"['sad', 'lonely', 'disappointed']",sad,
hit:4628_conv:9256,anxious,"['hopeful', 'anxious', 'excited']",hopeful,2.0
hit:4761_conv:9522,jealous,"['disappointed', ' jealous', ' sad']",disappointed,2.0
hit:11376_conv:22753,disappointed,"['surprised', 'annoyed', 'hopeful']",surprised,
hit:2253_conv:4506,surprised,"['surprised', 'excited', 'hopeful']",surprised,1.0
hit:4761_conv:9522,jealous,"['angry', ' annoyed', ' disappointed']",angry,
hit:5690_conv:11381,grateful,"['grateful', ' proud', ' content']",grateful,1.0
hit:7895_conv:15791,prepared,"['excited', 'hopeful', 'proud']",excited,
hit:10315_conv:20630,content,"['excited', ' hopeful', ' proud']",excited,
hit:11818_conv:23637,embarrassed,"['embarrassed', 'surprised', 'awkward']",embarrassed,1.0
hit:5690_conv:11381,grateful,"['proud', ' hopeful', ' joking']",proud,
hit:6492_conv:12984,anticipating,"['excited', 'hopeful', 'content']",excited,
hit:722_conv:1445,devastated,"['surprised', 'annoyed', 'amazed']",surprised,
hit:10315_conv:20630,content,"['excited', ' joyful', ' hopeful']",excited,
hit:11413_conv:22826,ashamed,"['annoyed', 'sad', 'grateful']",annoyed,
hit:1312_conv:2625,prepared,"['proud', 'hopeful', 'content']",proud,
hit:3984_conv:7968,lonely,"['lonely', 'sad', 'hopeful']",lonely,1.0
hit:10152_conv:20305,hopeful,"['excited', 'hopeful', 'grateful']",excited,2.0
hit:1587_conv:3175,annoyed,"['disappointed', ' frustrated', ' anxious']",disappointed,
hit:5471_conv:10943,joyful,"['excited', 'nostalgic', 'proud']",excited,
hit:8332_conv:16664,impressed,"['excited', ' grateful', ' proud']",excited,
hit:11175_conv:22351,faithful,"['sad', ' hopeful', ' faithful']",sad,3.0
hit:1587_conv:3175,annoyed,"['relieved', ' amused', ' caring']",relieved,
hit:2906_conv:5812,embarrassed,"['embarrassed', ' mortified', ' ashamed']",embarrassed,1.0
hit:4698_conv:9396,surprised,"['excited', 'hopeful', 'anticipating']",excited,
hit:8483_conv:16966,angry,"['angry', 'annoyed', 'anxious']",angry,1.0
hit:2234_conv:4468,surprised,"['surprised', 'afraid', 'anxious']",surprised,1.0
hit:2906_conv:5812,embarrassed,"['embarrassed', ' anxious', ' hopeful']",embarrassed,1.0
hit:3603_conv:7206,devastated,"['sad', ' nostalgic', ' hopeful']",sad,
hit:8367_conv:16734,surprised,"['surprised', 'excited', 'grateful']",surprised,1.0
hit:9104_conv:18209,afraid,"['afraid', 'anxious', 'concerned']",afraid,1.0
hit:12278_conv:24556,terrified,"['afraid', 'surprised', 'anxious']",afraid,
hit:1508_conv:3016,devastated,"['sad', ' sympathetic', ' surprised']",sad,
hit:3117_conv:6235,disgusted,"['disgusted', ' nostalgic', ' amused']",disgusted,1.0
hit:4942_conv:9884,anticipating,"['excited', 'hopeful', 'confident']",excited,
hit:5023_conv:10047,proud,"['proud', 'excited', 'hopeful']",proud,1.0
hit:12278_conv:24556,terrified,"['terrified', ' afraid', ' surprised']",terrified,1.0
hit:5219_conv:10438,caring,"['proud', ' sentimental', ' content']",proud,
hit:7391_conv:14783,disappointed,"['disappointed', ' hopeful', ' lonely']",disappointed,1.0
hit:7916_conv:15832,surprised,"['excited', ' surprised', ' grateful']",excited,2.0
hit:9004_conv:18009,devastated,"['anxious', 'sad', 'concerned']",anxious,
hit:2403_conv:4806,impressed,"['impressed', 'excited', 'amused']",impressed,1.0
hit:3077_conv:6155,ashamed,"['disappointed', 'sad', 'encouraged']",disappointed,
hit:4514_conv:9028,caring,"['caring', ' content', ' joyful']",caring,1.0
hit:8243_conv:16487,disappointed,"['disappointed', ' sad', ' hopeful']",disappointed,1.0
hit:9004_conv:18009,devastated,"['concerned', ' hopeful', ' apologetic']",concerned,
hit:9241_conv:18483,annoyed,"['annoyed', ' frustrated', ' resigned']",annoyed,1.0
hit:12082_conv:24165,apprehensive,"['anxious', ' afraid', ' suspicious']",anxious,
hit:2792_conv:5585,terrified,"['afraid', 'sad', 'anxious']",afraid,
hit:3907_conv:7814,surprised,"['proud', 'excited', 'hopeful']",proud,
hit:4168_conv:8337,guilty,"['guilty', 'sad', 'grateful']",guilty,1.0
hit:9241_conv:18483,annoyed,"['annoyed', 'embarrassed', 'amused']",annoyed,1.0
hit:10235_conv:20471,caring,"['sad', ' grateful', ' hopeful']",sad,
hit:2551_conv:5103,grateful,"['happy', 'grateful', 'relieved']",happy,2.0
hit:2792_conv:5585,terrified,"['anxious', ' grateful', ' relieved']",anxious,
hit:4848_conv:9696,apprehensive,"['hopeful', ' anticipating', ' excited']",hopeful,
hit:4922_conv:9844,disgusted,"['disgusted', 'sad', 'surprised']",disgusted,1.0
hit:5689_conv:11378,proud,"['proud', 'excited', 'grateful']",proud,1.0
hit:10123_conv:20247,faithful,"['excited', 'proud', 'hopeful']",excited,
hit:4656_conv:9312,surprised,"['excited', 'happy', 'surprised']",excited,3.0
hit:4848_conv:9696,apprehensive,"['excited', 'hopeful', 'jealous']",excited,
hit:5099_conv:10199,content,"['proud', 'hopeful', 'content']",proud,3.0
hit:9409_conv:18819,devastated,"['disappointed', ' hopeful', ' confident']",disappointed,
hit:11484_conv:22968,hopeful,"['sad', ' hopeful', ' caring']",sad,2.0
hit:11504_conv:23008,annoyed,"['annoyed', 'angry', 'frustrated']",annoyed,1.0
hit:3352_conv:6704,afraid,"['relieved', ' grateful', ' worried']",relieved,
hit:6589_conv:13178,terrified,"['afraid', 'surprised', 'amused']",afraid,
hit:9409_conv:18819,devastated,"['sad', ' disappointed', ' upset']",sad,
hit:585_conv:1170,anxious,"['anxious', 'stressed', 'afraid']",anxious,1.0
hit:7043_conv:14087,excited,"['surprised', 'excited', 'proud']",surprised,2.0
hit:7768_conv:15536,hopeful,"['hopeful', ' anticipating', ' anxious']",hopeful,1.0
hit:8215_conv:16430,surprised,"['surprised', ' excited', ' grateful']",surprised,1.0
hit:8710_conv:17420,caring,"['caring', ' hopeful', ' anxious']",caring,1.0
hit:1706_conv:3412,devastated,"['sad', ' hopeful', ' caring']",sad,
hit:3030_conv:6060,disappointed,"['sad', ' hopeful', ' lonely']",sad,
hit:3312_conv:6625,lonely,"['sad', 'lonely', 'concerned']",sad,2.0
hit:4281_conv:8563,nostalgic,"['nostalgic', ' hopeful', ' proud']",nostalgic,1.0
hit:7768_conv:15536,hopeful,"['joyful', ' anticipating', ' excited']",joyful,
hit:10901_conv:21802,surprised,"['surprised', 'excited', 'curious']",surprised,1.0
hit:1155_conv:2311,excited,"['excited', ' joyful', ' grateful']",excited,1.0
