conv_id,Original_Labels,Top_3_Emotion_Pred,1st_Emotion_Pred,2nd_Emotion_Pred,3rd_Emotion_Pred,Pred_Emo_Position
hit:9802_conv:19605,hopeful,"['excited', 'happy', 'confident']",excited,happy,confident,
hit:1184_conv:2369,grateful,"['grateful', ' relieved', ' content']",grateful,relieved,content,1.0
hit:7233_conv:14467,sad,"['devastated', 'sad', 'sympathetic']",devastated,sad,sympathetic,2.0
hit:3277_conv:6554,angry,"['angry', ' upset', ' disappointed']",angry,upset,disappointed,1.0
hit:3332_conv:6665,content,"['content', 'relaxed', 'hopeful']",content,relaxed,hopeful,1.0
hit:3361_conv:6722,prepared,"['relieved', 'hopeful', 'grateful']",relieved,hopeful,grateful,
hit:3732_conv:7464,nostalgic,"['excited', 'hopeful', 'happy']",excited,hopeful,happy,
hit:2768_conv:5536,anxious,"['anxious', 'nervous', 'relieved']",anxious,nervous,relieved,1.0
hit:4765_conv:9530,disappointed,"['angry', 'annoyed', 'frustrated']",angry,annoyed,frustrated,
hit:6899_conv:13798,content,"['happy', 'content', 'excited']",happy,content,excited,2.0
hit:1968_conv:3937,anxious,"['excited', 'impatient', 'hopeful']",excited,impatient,hopeful,
hit:1990_conv:3980,anticipating,"['anxious', ' hopeful', ' supportive']",anxious,hopeful,supportive,
hit:3246_conv:6492,disgusted,"['sad', 'disgusted', 'compassionate']",sad,disgusted,compassionate,2.0
hit:1464_conv:2928,annoyed,"['surprised', ' proud', ' amused']",surprised,proud,amused,
hit:8978_conv:17957,annoyed,"['disappointed', ' annoyed', ' frustrated']",disappointed,annoyed,frustrated,2.0
hit:1668_conv:3336,joyful,"['excited', 'joyful', 'happy']",excited,joyful,happy,2.0
hit:4595_conv:9190,surprised,"['surprised', 'excited', 'happy']",surprised,excited,happy,1.0
hit:5042_conv:10085,proud,"['happy', ' hopeful', ' content']",happy,hopeful,content,
hit:7993_conv:15986,disappointed,"['disappointed', 'sad', 'frustrated']",disappointed,sad,frustrated,1.0
hit:1297_conv:2595,disappointed,"['annoyed', 'sad', 'frustrated']",annoyed,sad,frustrated,
hit:1824_conv:3649,angry,"['angry', 'annoyed', 'frustrated']",angry,annoyed,frustrated,1.0
hit:2606_conv:5213,angry,"['angry', 'sad', 'frustrated']",angry,sad,frustrated,1.0
hit:11036_conv:22073,anticipating,"['excited', 'hopeful', 'happy']",excited,hopeful,happy,
hit:2396_conv:4792,disappointed,"['sad', ' disappointed', ' worried']",sad,disappointed,worried,2.0
hit:3571_conv:7142,furious,"['frustrated', 'annoyed', 'disappointed']",frustrated,annoyed,disappointed,
hit:4124_conv:8248,afraid,"['relieved', ' grateful', ' anxious']",relieved,grateful,anxious,
hit:10742_conv:21485,trusting,"['worried', 'trusting', 'disappointed']",worried,trusting,disappointed,2.0
hit:4536_conv:9072,surprised,"['surprised', 'happy', 'excited']",surprised,happy,excited,1.0
hit:6054_conv:12109,excited,"['excited', 'hopeful', 'motivated']",excited,hopeful,motivated,1.0
hit:5446_conv:10892,joyful,"['excited', ' hopeful', ' happy']",excited,hopeful,happy,
hit:6320_conv:12640,terrified,"['terrified', 'anxious', 'relieved']",terrified,anxious,relieved,1.0
hit:10170_conv:20341,trusting,"['disappointed', ' annoyed', ' regretful']",disappointed,annoyed,regretful,
hit:10246_conv:20492,prepared,"['anxious', ' prepared', ' concerned']",anxious,prepared,concerned,2.0
hit:4195_conv:8390,anxious,"['anxious', 'nervous', 'hopeful']",anxious,nervous,hopeful,1.0
hit:7425_conv:14850,lonely,"['lonely', ' hopeful', ' envious']",lonely,hopeful,envious,1.0
hit:9351_conv:18702,hopeful,"['anxious', 'worried', 'hopeful']",anxious,worried,hopeful,3.0
hit:5692_conv:11385,afraid,"['afraid', ' relieved', ' anxious']",afraid,relieved,anxious,1.0
hit:6721_conv:13442,content,"['content', 'hopeful', 'calm']",content,hopeful,calm,1.0
hit:4421_conv:8843,afraid,"['terrified', 'anxious', 'relieved']",terrified,anxious,relieved,
hit:6855_conv:13710,furious,"['annoyed', 'frustrated', 'disappointed']",annoyed,frustrated,disappointed,
hit:7419_conv:14839,embarrassed,"['embarrassed', ' amused', ' hopeful']",embarrassed,amused,hopeful,1.0
hit:11413_conv:22827,trusting,"['worried', ' hopeful', ' trusting']",worried,hopeful,trusting,3.0
hit:6209_conv:12419,prepared,"['excited', ' hopeful', ' envious']",excited,hopeful,envious,
hit:6693_conv:13387,content,"['happy', 'content', 'relaxed']",happy,content,relaxed,2.0
hit:6954_conv:13909,annoyed,"['annoyed', 'anxious', 'relieved']",annoyed,anxious,relieved,1.0
hit:7103_conv:14206,excited,"['excited', 'hopeful', 'amused']",excited,hopeful,amused,1.0
hit:8033_conv:16066,surprised,"['surprised', 'excited', 'happy']",surprised,excited,happy,1.0
hit:2904_conv:5809,grateful,"['grateful', ' anxious', ' worried']",grateful,anxious,worried,1.0
hit:6291_conv:12583,joyful,"['happy', 'content', 'relaxed']",happy,content,relaxed,
hit:8997_conv:17995,guilty,"['anxious', 'afraid', 'nervous']",anxious,afraid,nervous,
hit:3327_conv:6655,content,"['content', ' happy', ' comfortable']",content,happy,comfortable,1.0
hit:7353_conv:14706,angry,"['angry', 'annoyed', 'concerned']",angry,annoyed,concerned,1.0
hit:6240_conv:12481,jealous,"['jealous', 'envious', 'surprised']",jealous,envious,surprised,1.0
hit:8147_conv:16294,jealous,"['jealous', 'happy', 'curious']",jealous,happy,curious,1.0
hit:132_conv:264,grateful,"['amused', ' joking', ' sarcastic']",amused,joking,sarcastic,
hit:1547_conv:3094,grateful,"['grateful', ' proud', ' touched']",grateful,proud,touched,1.0
hit:2177_conv:4354,angry,"['frustrated', ' anxious', ' worried']",frustrated,anxious,worried,
hit:3322_conv:6644,jealous,"['envious', 'hopeful', 'admiration']",envious,hopeful,admiration,
hit:6024_conv:12049,joyful,"['excited', 'happy', 'hopeful']",excited,happy,hopeful,
hit:1822_conv:3644,disappointed,"['disappointed', ' betrayed', ' frustrated']",disappointed,betrayed,frustrated,1.0
hit:2301_conv:4603,angry,"['hopeful', ' relieved', ' proud']",hopeful,relieved,proud,
hit:9184_conv:18368,afraid,"['terrified', 'anxious', 'relieved']",terrified,anxious,relieved,
hit:4945_conv:9891,confident,"['excited', 'curious', 'hopeful']",excited,curious,hopeful,
hit:5236_conv:10472,furious,"['angry', 'sad', 'relieved']",angry,sad,relieved,
hit:5410_conv:10821,furious,"['angry', ' betrayed', ' anxious']",angry,betrayed,anxious,
hit:9399_conv:18799,afraid,"['anxious', 'afraid', 'worried']",anxious,afraid,worried,2.0
hit:11194_conv:22388,trusting,"['annoyed', ' disappointed', ' frustrated']",annoyed,disappointed,frustrated,
hit:6396_conv:12793,furious,"['angry', ' annoyed', ' relieved']",angry,annoyed,relieved,
hit:12033_conv:24067,annoyed,"['annoyed', 'angry', 'frustrated']",annoyed,angry,frustrated,1.0
hit:2623_conv:5247,proud,"['proud', 'happy', 'content']",proud,happy,content,1.0
hit:1654_conv:3309,afraid,"['afraid', 'anxious', 'worried']",afraid,anxious,worried,1.0
hit:4426_conv:8852,apprehensive,"['anxious', 'terrified', 'concerned']",anxious,terrified,concerned,
hit:4759_conv:9519,jealous,"['jealous', ' hopeful', ' envious']",jealous,hopeful,envious,1.0
hit:5168_conv:10337,annoyed,"['annoyed', 'angry', 'frustrated']",annoyed,angry,frustrated,1.0
hit:5990_conv:11980,faithful,"['excited', ' hopeful', ' loving']",excited,hopeful,loving,
hit:6666_conv:13332,furious,"['angry', 'disappointed', 'distrustful']",angry,disappointed,distrustful,
hit:7238_conv:14477,excited,"['excited', 'hopeful', 'relieved']",excited,hopeful,relieved,1.0
hit:2387_conv:4775,devastated,"['sad', ' disappointed', ' resigned']",sad,disappointed,resigned,
hit:4963_conv:9927,anticipating,"['anxious', 'confident', 'pessimistic']",anxious,confident,pessimistic,
hit:7656_conv:15312,confident,"['hopeful', 'confident', 'curious']",hopeful,confident,curious,2.0
hit:7729_conv:15458,joyful,"['relieved', 'happy', 'grateful']",relieved,happy,grateful,
hit:9333_conv:18666,annoyed,"['angry', 'annoyed', 'frustrated']",angry,annoyed,frustrated,2.0
hit:3114_conv:6228,disgusted,"['disgusted', 'terrified', 'amazed']",disgusted,terrified,amazed,1.0
hit:3872_conv:7744,jealous,"['jealous', ' disappointed', ' frustrated']",jealous,disappointed,frustrated,1.0
hit:12349_conv:24699,content,"['relieved', 'content', 'hopeful']",relieved,content,hopeful,2.0
hit:5565_conv:11131,content,"['content', 'amused', 'proud']",content,amused,proud,1.0
hit:6100_conv:12201,grateful,"['grateful', ' relieved', ' excited']",grateful,relieved,excited,1.0
hit:4294_conv:8588,grateful,"['relieved', ' grateful', ' satisfied']",relieved,grateful,satisfied,2.0
hit:5856_conv:11712,grateful,"['grateful', 'happy', 'proud']",grateful,happy,proud,1.0
hit:8034_conv:16069,jealous,"['excited', 'guilty', 'amused']",excited,guilty,amused,
hit:1011_conv:2023,jealous,"['jealous', ' envious', ' annoyed']",jealous,envious,annoyed,1.0
hit:1030_conv:2060,guilty,"['curious', ' content', ' apprehensive']",curious,content,apprehensive,
hit:10982_conv:21964,anticipating,"['excited', 'hopeful', 'admiring']",excited,hopeful,admiring,
hit:1989_conv:3978,ashamed,"['sad', ' hopeful', ' relieved']",sad,hopeful,relieved,
hit:5723_conv:11446,disappointed,"['angry', 'sad', 'encouraging']",angry,sad,encouraging,
hit:12181_conv:24362,embarrassed,"['embarrassed', ' amused', ' relieved']",embarrassed,amused,relieved,1.0
hit:1502_conv:3004,grateful,"['grateful', 'relieved', 'surprised']",grateful,relieved,surprised,1.0
hit:10526_conv:21053,disgusted,"['disgusted', 'amused', 'mortified']",disgusted,amused,mortified,1.0
hit:11975_conv:23951,content,"['content', 'happy', 'safe']",content,happy,safe,1.0
hit:12340_conv:24681,faithful,"['happy', 'excited', 'embarrassed']",happy,excited,embarrassed,
hit:1197_conv:2394,grateful,"['grateful', ' relieved', ' surprised']",grateful,relieved,surprised,1.0
hit:3931_conv:7862,anticipating,"['excited', ' nostalgic', ' understanding']",excited,nostalgic,understanding,
hit:7184_conv:14368,surprised,"['surprised', ' excited', ' happy']",surprised,excited,happy,1.0
hit:7400_conv:14801,caring,"['worried', ' hopeful', ' caring']",worried,hopeful,caring,3.0
hit:9631_conv:19263,furious,"['angry', 'frustrated', 'prepared']",angry,frustrated,prepared,
hit:10524_conv:21048,sentimental,"['excited', ' joyul', ' proud']",excited,joyul,proud,
hit:6529_conv:13059,confident,"['anxious', 'hopeful', 'courageous']",anxious,hopeful,courageous,
hit:910_conv:1820,lonely,"['lonely', ' content', ' relaxed']",lonely,content,relaxed,1.0
hit:2966_conv:5933,devastated,"['sad', 'grieving', 'sympathetic']",sad,grieving,sympathetic,
hit:8288_conv:16576,guilty,"['excited', 'amused', 'guilty']",excited,amused,guilty,3.0
hit:8932_conv:17864,disappointed,"['disappointed', ' upset', ' frustrated']",disappointed,upset,frustrated,1.0
hit:487_conv:975,anxious,"['afraid', 'worried', 'anxious']",afraid,worried,anxious,3.0
hit:5560_conv:11120,proud,"['proud', 'relieved', 'content']",proud,relieved,content,1.0
hit:9748_conv:19496,embarrassed,"['embarrassed', ' comforted', ' nostalgic']",embarrassed,comforted,nostalgic,1.0
hit:2756_conv:5512,furious,"['disappointed', 'sad', 'sympathetic']",disappointed,sad,sympathetic,
hit:6365_conv:12730,terrified,"['afraid', 'sad', 'relieved']",afraid,sad,relieved,
hit:660_conv:1321,jealous,"['jealous', 'happy', 'sad']",jealous,happy,sad,1.0
hit:3802_conv:7605,disgusted,"['disgusted', 'annoyed', 'relieved']",disgusted,annoyed,relieved,1.0
hit:8111_conv:16222,excited,"['excited', ' thrilled', ' hopeful']",excited,thrilled,hopeful,1.0
hit:1332_conv:2665,excited,"['excited', 'proud', 'thankful']",excited,proud,thankful,1.0
hit:7137_conv:14275,proud,"['proud', 'happy', 'impressed']",proud,happy,impressed,1.0
hit:5785_conv:11570,jealous,"['jealous', ' angry', ' curious']",jealous,angry,curious,1.0
hit:8566_conv:17132,excited,"['excited', ' hopeful', ' amused']",excited,hopeful,amused,1.0
hit:9741_conv:19482,confident,"['anxious', 'confident', 'relieved']",anxious,confident,relieved,2.0
hit:4385_conv:8771,joyful,"['excited', 'happy', 'content']",excited,happy,content,
hit:4764_conv:9529,embarrassed,"['worried', ' anxious', ' sad']",worried,anxious,sad,
hit:12150_conv:24301,joyful,"['excited', 'happy', 'nostalgic']",excited,happy,nostalgic,
hit:3175_conv:6351,nostalgic,"['sad', 'nostalgic', 'sympathetic']",sad,nostalgic,sympathetic,2.0
hit:4160_conv:8320,joyful,"['relieved', 'hopeful', 'excited']",relieved,hopeful,excited,
hit:5395_conv:10790,grateful,"['grateful', ' thankful', ' proud']",grateful,thankful,proud,1.0
hit:10853_conv:21706,afraid,"['afraid', 'relieved', 'anxious']",afraid,relieved,anxious,1.0
hit:4697_conv:9395,anxious,"['annoyed', 'embarrassed', 'amused']",annoyed,embarrassed,amused,
hit:6144_conv:12288,furious,"['angry', 'annoyed', 'frustrated']",angry,annoyed,frustrated,
hit:10224_conv:20449,caring,"['sad', 'exhausted', 'hopeful']",sad,exhausted,hopeful,
hit:10789_conv:21579,embarrassed,"['embarrassed', 'amused', 'relieved']",embarrassed,amused,relieved,1.0
hit:1489_conv:2978,disgusted,"['disgusted', 'surprised', 'amused']",disgusted,surprised,amused,1.0
hit:1494_conv:2989,caring,"['caring', 'protective', 'proud']",caring,protective,proud,1.0
hit:3225_conv:6451,caring,"['caring', 'sad', 'protective']",caring,sad,protective,1.0
hit:3712_conv:7425,annoyed,"['angry', 'annoyed', 'frustrated']",angry,annoyed,frustrated,2.0
hit:1622_conv:3245,caring,"['grateful', ' proud', ' happy']",grateful,proud,happy,
hit:7110_conv:14221,guilty,"['guilty', ' understanding', ' empathetic']",guilty,understanding,empathetic,1.0
hit:7252_conv:14505,hopeful,"['jealous', 'insecure', 'hopeful']",jealous,insecure,hopeful,3.0
hit:1141_conv:2283,anticipating,"['excited', 'hopeful', 'curious']",excited,hopeful,curious,
hit:2345_conv:4690,hopeful,"['disappointed', ' anxious', ' unsure']",disappointed,anxious,unsure,
hit:2880_conv:5761,furious,"['angry', 'frustrated', 'sad']",angry,frustrated,sad,
hit:8953_conv:17907,anxious,"['excited', 'happy', 'sentimental']",excited,happy,sentimental,
hit:11504_conv:23009,ashamed,"['anxious', 'nervous', 'aprehensive']",anxious,nervous,aprehensive,
hit:5075_conv:10150,lonely,"['worried', 'sad', 'concerned']",worried,sad,concerned,
hit:11384_conv:22768,impressed,"['impressed', ' surprised', ' curious']",impressed,surprised,curious,1.0
hit:5655_conv:11310,anxious,"['excited', 'relieved', 'content']",excited,relieved,content,
hit:9844_conv:19689,surprised,"['surprised', 'annoyed', 'confused']",surprised,annoyed,confused,1.0
hit:11287_conv:22575,furious,"['anxious', ' grateful', ' relieved']",anxious,grateful,relieved,
hit:1877_conv:3754,joyful,"['happy', 'grateful', 'content']",happy,grateful,content,
hit:3801_conv:7602,apprehensive,"['anxious', ' relieved', ' surprised']",anxious,relieved,surprised,
hit:7082_conv:14165,apprehensive,"['embarrassed', 'lonely', 'insecure']",embarrassed,lonely,insecure,
hit:7121_conv:14242,angry,"['annoyed', 'angry', 'frustrated']",annoyed,angry,frustrated,2.0
hit:4597_conv:9194,content,"['proud', 'satisfied', 'hopeful']",proud,satisfied,hopeful,
hit:5245_conv:10490,anticipating,"['excited', ' hopeful', ' amused']",excited,hopeful,amused,
hit:10623_conv:21246,faithful,"['happy', 'content', 'proud']",happy,content,proud,
hit:4956_conv:9912,annoyed,"['angry', ' annoyed', ' frustrated']",angry,annoyed,frustrated,2.0
hit:7833_conv:15667,ashamed,"['ashamed', ' guilty', ' confused']",ashamed,guilty,confused,1.0
hit:1670_conv:3341,terrified,"['surprised', 'grateful', 'relieved']",surprised,grateful,relieved,
hit:9884_conv:19769,faithful,"['shocked', 'disgusted', 'angry']",shocked,disgusted,angry,
hit:10110_conv:20220,terrified,"['surprised', ' afraid', ' relieved']",surprised,afraid,relieved,
hit:3795_conv:7590,sad,"['devastated', 'sad', 'empathetic']",devastated,sad,empathetic,2.0
hit:6277_conv:12555,grateful,"['grateful', 'relieved', 'anxious']",grateful,relieved,anxious,1.0
hit:6680_conv:13361,anxious,"['anxious', 'prepared', 'nervous']",anxious,prepared,nervous,1.0
hit:766_conv:1533,disappointed,"['surprised', 'disappointed', 'expecting']",surprised,disappointed,expecting,2.0
hit:7703_conv:15407,jealous,"['jealous', 'sad', 'frustrated']",jealous,sad,frustrated,1.0
hit:8028_conv:16056,content,"['relaxed', 'happy', 'content']",relaxed,happy,content,3.0
hit:9764_conv:19528,joyful,"['grateful', 'happy', 'content']",grateful,happy,content,
hit:7243_conv:14486,confident,"['confident', 'insecure', 'sad']",confident,insecure,sad,1.0
hit:8151_conv:16303,proud,"['proud', 'amused', 'surprised']",proud,amused,surprised,1.0
hit:2421_conv:4843,afraid,"['excited', 'anxious', 'curious']",excited,anxious,curious,
hit:3279_conv:6559,jealous,"['jealous', 'envious', 'ashamed']",jealous,envious,ashamed,1.0
hit:10347_conv:20695,faithful,"['guilty', ' relieved', ' grateful']",guilty,relieved,grateful,
hit:144_conv:288,furious,"['angry', 'frustrated', 'grateful']",angry,frustrated,grateful,
hit:4391_conv:8783,anxious,"['anxious', 'worried', 'hopeful']",anxious,worried,hopeful,1.0
hit:4875_conv:9750,afraid,"['afraid', 'anxious', 'relieved']",afraid,anxious,relieved,1.0
hit:8653_conv:17306,ashamed,"['disgusted', 'sad', 'advice']",disgusted,sad,advice,
hit:1679_conv:3358,joyful,"['proud', 'happy', 'anxious']",proud,happy,anxious,
hit:192_conv:385,angry,"['angry', ' grateful', ' amused']",angry,grateful,amused,1.0
hit:2243_conv:4487,devastated,"['devastated', 'sad', 'grieving']",devastated,sad,grieving,1.0
hit:8918_conv:17837,content,"['content', 'happy', 'tired']",content,happy,tired,1.0
hit:7751_conv:15503,angry,"['frustrated', 'sad', 'disappointed']",frustrated,sad,disappointed,
hit:12173_conv:24346,guilty,"['proud', ' impressed', ' curious']",proud,impressed,curious,
hit:5853_conv:11706,sad,"['angry', 'annoyed', 'frustrated']",angry,annoyed,frustrated,
hit:7822_conv:15645,angry,"['angry', 'annoyed', 'frustrated']",angry,annoyed,frustrated,1.0
hit:11513_conv:23027,sentimental,"['devastated', 'sad', 'comforting']",devastated,sad,comforting,
hit:6547_conv:13094,surprised,"['surprised', 'happy', 'guilty']",surprised,happy,guilty,1.0
hit:9437_conv:18875,content,"['worried', 'sympathetic', 'surprised']",worried,sympathetic,surprised,
hit:12138_conv:24277,lonely,"['sad', 'lonely', 'bored']",sad,lonely,bored,2.0
hit:3194_conv:6389,guilty,"['sad', 'frustrated', 'curious']",sad,frustrated,curious,
hit:830_conv:1661,content,"['excited', ' proud', ' curious']",excited,proud,curious,
hit:1159_conv:2318,devastated,"['sad', ' devastated', ' sympathetic']",sad,devastated,sympathetic,2.0
hit:1884_conv:3768,anxious,"['anxious', ' trusting', ' worried']",anxious,trusting,worried,1.0
hit:8365_conv:16730,furious,"['angry', 'annoyed', 'frustrated']",angry,annoyed,frustrated,
hit:2694_conv:5389,annoyed,"['annoyed', 'embarrassed', 'frustrated']",annoyed,embarrassed,frustrated,1.0
