conv_id,original_labels,top_3_emotions_responses,top_1_emotion_responses,position_of_original_label
hit:1880_conv:3761,nostalgic,"['excited', ' joyful', ' proud']",excited,
hit:4777_conv:9554,apprehensive,"['afraid', 'surprised', 'sad']",afraid,
hit:6368_conv:12737,disappointed,"['annoyed', 'proud', 'hopeful']",annoyed,
hit:6529_conv:13058,annoyed,"['sad', 'anxious', 'frustrated']",sad,
hit:7405_conv:14810,sad,"['sad', 'nostalgic', 'sorry']",sad,1.0
hit:8115_conv:16231,furious,"['angry', 'frustrated', 'sad']",angry,
hit:8979_conv:17959,lonely,"['sad', ' nostalgic', ' grateful']",sad,
hit:11364_conv:22728,proud,"['proud', 'grateful', 'impressed']",proud,1.0
hit:12046_conv:24093,confident,"['anxious', ' hopeful', ' caring']",anxious,
hit:1892_conv:3784,sentimental,"['sentimental', ' loving', ' proud']",sentimental,1.0
hit:251_conv:503,confident,"['excited', ' proud', ' prepared']",excited,
hit:379_conv:758,excited,"['surprised', ' excited', ' proud']",surprised,2.0
hit:7825_conv:15651,lonely,"['grateful', 'lonely', 'content']",grateful,2.0
hit:9798_conv:19597,furious,"['devastated', ' angry', ' betrayed']",devastated,
hit:10065_conv:20130,embarrassed,"['disappointed', 'sad', 'hopeful']",disappointed,
hit:1605_conv:3210,surprised,"['surprised', ' grateful', ' excited']",surprised,1.0
hit:2399_conv:4799,surprised,"['surprised', ' shocked', ' concerned']",surprised,1.0
hit:251_conv:503,confident,"['prepared', 'confident', 'surprised']",prepared,2.0
hit:4295_conv:8591,embarrassed,"['embarrassed', ' joyful', ' surprised']",embarrassed,1.0
hit:6092_conv:12184,content,"['content', 'jealous', 'hopeful']",content,1.0
hit:6847_conv:13694,lonely,"['lonely', 'disappointed', 'embarrassed']",lonely,1.0
hit:8058_conv:16116,hopeful,"['excited', 'anxious', 'hopeful']",excited,3.0
hit:11015_conv:22031,apprehensive,"['sad', ' hopeful', ' grateful']",sad,
hit:11624_conv:23248,anticipating,"['hopeful', 'anxious', 'reassured']",hopeful,
hit:12074_conv:24149,confident,"['excited', ' confident', ' proud']",excited,2.0
hit:1605_conv:3210,surprised,"['excited', 'joyful', 'grateful']",excited,
hit:2680_conv:5361,trusting,"['disappointed', ' betrayed', ' surprised']",disappointed,
hit:3724_conv:7449,disgusted,"['disgusted', 'embarrassed', 'grateful']",disgusted,1.0
hit:6937_conv:13874,caring,"['grateful', 'relieved', 'appreciative']",grateful,
hit:9739_conv:19479,surprised,"['surprised', 'disappointed', 'hopeful']",surprised,1.0
hit:2842_conv:5685,anticipating,"['excited', 'hopeful', 'anticipating']",excited,3.0
hit:2941_conv:5883,ashamed,"['surprised', 'guilty', 'embarrassed']",surprised,
hit:4344_conv:8689,surprised,"['surprised', ' grateful', ' hopeful']",surprised,1.0
hit:4455_conv:8911,devastated,"['sad', 'comforting', 'disappointed']",sad,
hit:4643_conv:9287,anxious,"['anxious', 'nervous', 'prepared']",anxious,1.0
hit:4745_conv:9490,proud,"['proud', 'hopeful', 'content']",proud,1.0
hit:8657_conv:17315,disgusted,"['disgusted', 'surprised', 'angry']",disgusted,1.0
hit:10014_conv:20029,sad,"['sad', ' nostalgic', ' disappointed']",sad,1.0
hit:11861_conv:23722,caring,"['grateful', ' proud', ' loving']",grateful,
hit:1271_conv:2542,anxious,"['anxious', 'hopeful', 'content']",anxious,1.0
hit:1719_conv:3438,joyful,"['joyful', 'surprised', 'grateful']",joyful,1.0
hit:4344_conv:8689,surprised,"['excited', 'grateful', 'hopeful']",excited,
hit:6456_conv:12912,guilty,"['guilty', 'sad', 'anxious']",guilty,1.0
hit:6490_conv:12981,anticipating,"['excited', 'hopeful', 'anticipating']",excited,3.0
hit:8462_conv:16924,grateful,"['happy', ' grateful', ' proud']",happy,2.0
hit:4060_conv:8121,nostalgic,"['nostalgic', 'hopeful', 'content']",nostalgic,1.0
hit:5287_conv:10575,lonely,"['lonely', 'sad', 'angry']",lonely,1.0
hit:5431_conv:10862,sad,"['devastated', ' sad', ' sympathetic']",devastated,2.0
hit:6551_conv:13103,embarrassed,"['embarrassed', 'anxious', 'relieved']",embarrassed,1.0
hit:70_conv:140,faithful,"['proud', 'supportive', 'sad']",proud,
hit:8462_conv:16924,grateful,"['grateful', ' proud', ' hopeful']",grateful,1.0
hit:8987_conv:17974,devastated,"['devastated', 'sad', 'hopeful']",devastated,1.0
hit:9960_conv:19920,content,"['proud', ' hopeful', ' grateful']",proud,
hit:10191_conv:20382,apprehensive,"['disappointed', 'surprised', 'hopeful']",disappointed,
hit:11085_conv:22170,joyful,"['proud', 'excited', 'hopeful']",proud,
hit:1361_conv:2723,sad,"['sad', ' nostalgic', ' lonely']",sad,1.0
hit:2392_conv:4785,embarrassed,"['embarrassed', 'amused', 'surprised']",embarrassed,1.0
hit:3751_conv:7503,surprised,"['surprised', ' hopeful', ' amused']",surprised,1.0
hit:4282_conv:8565,nostalgic,"['sad', 'disappointed', 'nostalgic']",sad,3.0
hit:1503_conv:3006,annoyed,"['disgusted', 'surprised', 'annoyed']",disgusted,3.0
hit:1813_conv:3627,hopeful,"['anxious', 'hopeful', 'prepared']",anxious,2.0
hit:4389_conv:8779,impressed,"['impressed', 'excited', 'surprised']",impressed,1.0
hit:4975_conv:9950,proud,"['excited', 'grateful', 'hopeful']",excited,
hit:5943_conv:11886,ashamed,"['worried', 'frustrated', 'surprised']",worried,
hit:670_conv:1340,proud,"['proud', 'excited', 'hopeful']",proud,1.0
hit:8617_conv:17234,guilty,"['guilty', ' nostalgic', ' ashamed']",guilty,1.0
hit:9991_conv:19983,annoyed,"['angry', 'annoyed', 'frustrated']",angry,2.0
hit:10301_conv:20603,trusting,"['grateful', ' relieved', ' content']",grateful,
hit:1147_conv:2295,surprised,"['surprised', 'excited', 'grateful']",surprised,1.0
hit:12018_conv:24036,furious,"['angry', 'terrified', 'relieved']",angry,
hit:12176_conv:24352,faithful,"['proud', 'hopeful', 'content']",proud,
hit:3955_conv:7910,sentimental,"['nostalgic', 'sad', 'grateful']",nostalgic,
hit:6883_conv:13766,surprised,"['surprised', 'excited', 'joyful']",surprised,1.0
hit:8593_conv:17187,prepared,"['confident', ' hopeful', ' annoyed']",confident,
hit:8617_conv:17234,guilty,"['embarrassed', ' nostalgic', ' relieved']",embarrassed,
hit:1198_conv:2396,afraid,"['terrified', 'surprised', 'anxious']",terrified,
hit:12176_conv:24352,faithful,"['excited', ' hopeful', ' proud']",excited,
hit:3756_conv:7513,excited,"['nostalgic', ' grateful', ' proud']",nostalgic,
hit:437_conv:875,anxious,"['anxious', 'stressed', 'calm']",anxious,1.0
hit:4977_conv:9954,confident,"['excited', ' proud', ' hopeful']",excited,
hit:5893_conv:11787,embarrassed,"['embarrassed', ' grateful', ' amused']",embarrassed,1.0
hit:7885_conv:15770,caring,"['grateful', ' proud', ' loving']",grateful,
hit:9008_conv:18016,embarrassed,"['embarrassed', ' annoyed', ' hopeful']",embarrassed,1.0
hit:11723_conv:23447,terrified,"['anxious', 'afraid', 'surprised']",anxious,
hit:2531_conv:5063,anxious,"['anxious', ' afraid', ' trusting']",anxious,1.0
hit:4652_conv:9305,disgusted,"['disgusted', 'annoyed', 'disappointed']",disgusted,1.0
hit:4977_conv:9954,confident,"['excited', 'proud', 'hopeful']",excited,
hit:6184_conv:12369,furious,"['angry', 'annoyed', 'disgusted']",angry,
hit:6689_conv:13378,impressed,"['disappointed', 'surprised', 'hopeful']",disappointed,
hit:8233_conv:16467,impressed,"['impressed', 'curious', 'hopeful']",impressed,1.0
hit:8648_conv:17297,proud,"['excited', 'proud', 'hopeful']",excited,2.0
hit:10774_conv:21548,devastated,"['sad', 'grateful', 'proud']",sad,
hit:11463_conv:22926,prepared,"['proud', ' relieved', ' grateful']",proud,
hit:2277_conv:4555,confident,"['proud', ' hopeful', ' confident']",proud,3.0
hit:6366_conv:12732,excited,"['excited', ' hopeful', ' guilty']",excited,1.0
hit:7100_conv:14200,ashamed,"['guilty', ' ashamed', ' surprised']",guilty,2.0
hit:7358_conv:14717,furious,"['angry', 'annoyed', 'grateful']",angry,
hit:8233_conv:16467,impressed,"['grateful', 'guilty', 'hopeful']",grateful,
hit:9466_conv:18932,devastated,"['sad', 'disappointed', 'sentimental']",sad,
hit:10789_conv:21578,devastated,"['devastated', ' sad', ' nostalgic']",devastated,1.0
hit:12331_conv:24662,trusting,"['betrayed', 'angry', 'sad']",betrayed,
hit:1348_conv:2696,sad,"['sad', ' hopeful', ' proud']",sad,1.0
hit:2277_conv:4555,confident,"['proud', ' grateful', ' hopeful']",proud,
hit:3639_conv:7278,proud,"['proud', 'happy', 'sad']",proud,1.0
hit:5017_conv:10034,caring,"['proud', 'caring', 'impressed']",proud,2.0
hit:6165_conv:12330,confident,"['confident', 'proud', 'hopeful']",confident,1.0
hit:9129_conv:18259,trusting,"['worried', 'sad', 'anxious']",worried,
hit:11204_conv:22409,apprehensive,"['afraid', 'sad', 'relieved']",afraid,
hit:216_conv:432,disgusted,"['angry', 'disgusted', 'offended']",angry,2.0
hit:3396_conv:6793,guilty,"['guilty', 'sad', 'relieved']",guilty,1.0
hit:5017_conv:10034,caring,"['proud', 'hopeful', 'content']",proud,
hit:7558_conv:15117,sad,"['sad', ' nostalgic', ' hopeful']",sad,1.0
hit:7914_conv:15828,disgusted,"['disgusted', 'annoyed', 'surprised']",disgusted,1.0
hit:8931_conv:17862,lonely,"['lonely', 'hopeful', 'anticipating']",lonely,1.0
hit:9640_conv:19280,hopeful,"['annoyed', ' hopeful', ' relieved']",annoyed,2.0
hit:1950_conv:3901,guilty,"['guilty', 'afraid', 'surprised']",guilty,1.0
hit:216_conv:432,disgusted,"['angry', 'sad', 'disgusted']",angry,3.0
hit:45_conv:91,furious,"['afraid', 'anxious', 'hopeful']",afraid,
hit:5642_conv:11284,trusting,"['anxious', ' disappointed', ' betrayed']",anxious,
hit:8094_conv:16188,hopeful,"['excited', ' hopeful', ' trusting']",excited,2.0
hit:8733_conv:17467,embarrassed,"['embarrassed', ' ashamed', ' worried']",embarrassed,1.0
hit:9075_conv:18150,hopeful,"['proud', 'hopeful', 'relieved']",proud,2.0
hit:11821_conv:23643,devastated,"['devastated', 'sad', 'hopeful']",devastated,1.0
hit:1729_conv:3459,caring,"['excited', 'hopeful', 'content']",excited,
hit:1950_conv:3901,guilty,"['anxious', ' hopeful', ' relieved']",anxious,
hit:554_conv:1108,excited,"['grateful', ' impressed', ' relieved']",grateful,
hit:6306_conv:12612,grateful,"['grateful', 'proud', 'joyful']",grateful,1.0
hit:7548_conv:15097,impressed,"['surprised', ' excited', ' proud']",surprised,
hit:7940_conv:15880,trusting,"['confident', ' trusting', ' anxious']",confident,2.0
hit:8671_conv:17342,disappointed,"['disappointed', ' sad', ' hopeful']",disappointed,1.0
hit:10726_conv:21452,caring,"['proud', 'hopeful', 'grateful']",proud,
hit:11866_conv:23733,disappointed,"['disappointed', 'surprised', 'sad']",disappointed,1.0
hit:3118_conv:6236,sentimental,"['sad', ' nostalgic', ' lonely']",sad,
hit:4628_conv:9256,anxious,"['anxious', ' hopeful', ' relieved']",anxious,1.0
hit:5729_conv:11459,impressed,"['happy', ' hopeful', ' proud']",happy,
hit:7122_conv:14245,disgusted,"['disgusted', 'embarrassed', 'sad']",disgusted,1.0
hit:8347_conv:16695,anxious,"['content', 'relieved', 'hopeful']",content,
hit:11376_conv:22753,disappointed,"['disappointed', 'surprised', 'content']",disappointed,1.0
hit:2253_conv:4506,surprised,"['surprised', 'excited', 'hopeful']",surprised,1.0
hit:3118_conv:6236,sentimental,"['sad', 'lonely', 'annoyed']",sad,
hit:4761_conv:9522,jealous,"['angry', 'disappointed', 'frustrated']",angry,
hit:5690_conv:11381,grateful,"['proud', 'hopeful', 'content']",proud,
hit:6492_conv:12984,anticipating,"['excited', 'anticipating', 'hopeful']",excited,2.0
hit:7895_conv:15791,prepared,"['excited', ' prepared', ' hopeful']",excited,2.0
hit:10315_conv:20630,content,"['excited', ' joyful', ' hopeful']",excited,
hit:11413_conv:22826,ashamed,"['angry', 'sad', 'grateful']",angry,
hit:11818_conv:23637,embarrassed,"['embarrassed', ' surprised', ' disappointed']",embarrassed,1.0
hit:1312_conv:2625,prepared,"['proud', 'hopeful', 'content']",proud,
hit:3984_conv:7968,lonely,"['lonely', 'sad', 'hopeful']",lonely,1.0
hit:6492_conv:12984,anticipating,"['excited', ' hopeful', ' content']",excited,
hit:722_conv:1445,devastated,"['surprised', 'annoyed', 'amused']",surprised,
hit:10152_conv:20305,hopeful,"['excited', 'hopeful', 'grateful']",excited,2.0
hit:1587_conv:3175,annoyed,"['embarrassed', ' relieved', ' amused']",embarrassed,
hit:4698_conv:9396,surprised,"['excited', 'hopeful', 'anticipating']",excited,
hit:5471_conv:10943,joyful,"['excited', 'nostalgic', 'proud']",excited,
hit:8332_conv:16664,impressed,"['excited', 'hopeful', 'content']",excited,
hit:8483_conv:16966,angry,"['angry', 'frustrated', 'relieved']",angry,1.0
hit:11175_conv:22351,faithful,"['sad', 'faithful', 'hopeful']",sad,2.0
hit:1508_conv:3016,devastated,"['sad', 'surprised', 'devastated']",sad,3.0
hit:2234_conv:4468,surprised,"['surprised', 'afraid', 'anxious']",surprised,1.0
hit:2906_conv:5812,embarrassed,"['embarrassed', ' ashamed', ' anxious']",embarrassed,1.0
hit:3603_conv:7206,devastated,"['sad', 'devastated', 'hopeful']",sad,2.0
hit:5023_conv:10047,proud,"['proud', ' excited', ' hopeful']",proud,1.0
hit:8367_conv:16734,surprised,"['surprised', 'excited', 'hopeful']",surprised,1.0
hit:9104_conv:18209,afraid,"['afraid', 'anxious', 'concerned']",afraid,1.0
hit:12278_conv:24556,terrified,"['terrified', 'afraid', 'surprised']",terrified,1.0
hit:1508_conv:3016,devastated,"['sad', 'concerned', 'surprised']",sad,
hit:3117_conv:6235,disgusted,"['disgusted', ' nostalgic', ' amused']",disgusted,1.0
hit:4942_conv:9884,anticipating,"['excited', 'hopeful', 'confident']",excited,
hit:5219_conv:10438,caring,"['caring', ' sentimental', ' proud']",caring,1.0
hit:7391_conv:14783,disappointed,"['disappointed', 'sad', 'hopeful']",disappointed,1.0
hit:7916_conv:15832,surprised,"['excited', 'hopeful', 'surprised']",excited,3.0
hit:9004_conv:18009,devastated,"['anxious', 'sad', 'hopeful']",anxious,
hit:12082_conv:24165,apprehensive,"['anxious', ' suspicious', ' apprehensive']",anxious,3.0
hit:2403_conv:4806,impressed,"['impressed', 'amused', 'excited']",impressed,1.0
hit:3077_conv:6155,ashamed,"['disappointed', 'sad', 'insecure']",disappointed,
hit:3907_conv:7814,surprised,"['surprised', ' excited', ' proud']",surprised,1.0
hit:4168_conv:8337,guilty,"['guilty', 'sad', 'grateful']",guilty,1.0
hit:4514_conv:9028,caring,"['caring', ' joyful', ' content']",caring,1.0
hit:8243_conv:16487,disappointed,"['disappointed', 'sad', 'concerned']",disappointed,1.0
hit:9004_conv:18009,devastated,"['guilty', ' hopeful', ' caring']",guilty,
hit:9241_conv:18483,annoyed,"['annoyed', 'amused', 'frustrated']",annoyed,1.0
hit:10123_conv:20247,faithful,"['excited', 'hopeful', 'disgusted']",excited,
hit:10235_conv:20471,caring,"['sad', 'grateful', 'lonely']",sad,
hit:2551_conv:5103,grateful,"['grateful', 'hopeful', 'content']",grateful,1.0
hit:2792_conv:5585,terrified,"['afraid', 'anxious', 'trustin']",afraid,
hit:3907_conv:7814,surprised,"['proud', 'hopeful', 'content']",proud,
hit:4848_conv:9696,apprehensive,"['excited', 'hopeful', 'curious']",excited,
hit:4922_conv:9844,disgusted,"['disgusted', 'sad', 'surprised']",disgusted,1.0
hit:5689_conv:11378,proud,"['proud', 'excited', 'hopeful']",proud,1.0
hit:10123_conv:20247,faithful,"['disappointed', 'hopeful', 'content']",disappointed,
hit:11484_conv:22968,hopeful,"['sad', ' hopeful', ' caring']",sad,2.0
hit:11504_conv:23008,annoyed,"['annoyed', 'angry', 'frustrated']",annoyed,1.0
hit:3352_conv:6704,afraid,"['grateful', 'relieved', 'anxious']",grateful,
hit:4656_conv:9312,surprised,"['excited', 'happy', 'surprised']",excited,3.0
hit:5099_conv:10199,content,"['hopeful', 'content', 'relieved']",hopeful,2.0
hit:6589_conv:13178,terrified,"['afraid', 'disgusted', 'surprised']",afraid,
hit:9409_conv:18819,devastated,"['disappointed', 'upset', 'sorry']",disappointed,
hit:1706_conv:3412,devastated,"['devastated', 'sad', 'hopeful']",devastated,1.0
hit:3030_conv:6060,disappointed,"['sad', 'lonely', 'devastated']",sad,
hit:3312_conv:6625,lonely,"['lonely', ' sad', ' sympathetic']",lonely,1.0
hit:585_conv:1170,anxious,"['anxious', 'stressed', 'prepared']",anxious,1.0
hit:7043_conv:14087,excited,"['surprised', 'excited', 'hopeful']",surprised,2.0
hit:7768_conv:15536,hopeful,"['excited', 'hopeful', 'joyful']",excited,2.0
hit:8215_conv:16430,surprised,"['happy', 'surprised', 'grateful']",happy,2.0
hit:8710_conv:17420,caring,"['caring', ' hopeful', ' anxious']",caring,1.0
hit:10901_conv:21802,surprised,"['surprised', ' afraid', ' disgusted']",surprised,1.0
hit:1155_conv:2311,excited,"['excited', 'grateful', 'hopeful']",excited,1.0
hit:11899_conv:23798,sad,"['sad', ' disappointed', ' angry']",sad,1.0
hit:1447_conv:2894,caring,"['grateful', 'proud', 'surprised']",grateful,
hit:3030_conv:6060,disappointed,"['surprised', ' sad', ' hopeful']",surprised,
hit:4281_conv:8563,nostalgic,"['nostalgic', ' envious', ' sad']",nostalgic,1.0
hit:5703_conv:11406,grateful,"['grateful', 'happy', 'content']",grateful,1.0
hit:8036_conv:16073,sentimental,"['nostalgic', 'excited', 'anxious']",nostalgic,
hit:1042_conv:2084,devastated,"['worried', 'sad', 'hopeful']",worried,
hit:10751_conv:21503,angry,"['guilty', 'anxious', 'sad']",guilty,
hit:11516_conv:23032,terrified,"['afraid', 'sad', 'relieved']",afraid,
hit:1447_conv:2894,caring,"['worried', 'surprised', 'anxious']",worried,
hit:1546_conv:3092,impressed,"['impressed', 'amused', 'surprised']",impressed,1.0
hit:3012_conv:6024,joyful,"['joyful', 'excited', 'hopeful']",joyful,1.0
hit:4279_conv:8558,afraid,"['embarrassed', 'anxious', 'confused']",embarrassed,
hit:7004_conv:14009,prepared,"['confident', ' hopeful', ' excited']",confident,
hit:4279_conv:8558,afraid,"['confident', ' hopeful', ' trusting']",confident,
hit:5243_conv:10487,caring,"['caring', 'grateful', 'hopeful']",caring,1.0
hit:7407_conv:14814,proud,"['proud', ' grateful', ' hopeful']",proud,1.0
hit:8437_conv:16874,sad,"['sad', ' nostalgic', ' hopeful']",sad,1.0
hit:9410_conv:18821,anxious,"['embarrassed', ' anxious', ' hopeful']",embarrassed,2.0
hit:9657_conv:19314,apprehensive,"['anxious', 'hopeful', 'nervous']",anxious,
hit:9686_conv:19373,furious,"['angry', 'frustrated', 'surprised']",angry,
hit:9963_conv:19926,impressed,"['proud', 'admiring', 'hopeful']",proud,
hit:10012_conv:20024,content,"['proud', 'hopeful', 'content']",proud,3.0
hit:10877_conv:21754,sad,"['devastated', ' angry', ' disappointed']",devastated,
hit:11293_conv:22586,joyful,"['excited', 'happy', 'nervous']",excited,
hit:1362_conv:2724,sentimental,"['nostalgic', ' sad', ' grateful']",nostalgic,
hit:4011_conv:8022,terrified,"['afraid', 'anxious', 'terrified']",afraid,3.0
hit:5827_conv:11654,sad,"['sad', 'happy', 'annoyed']",sad,1.0
hit:9468_conv:18936,sentimental,"['nostalgic', ' proud', ' hopeful']",nostalgic,
hit:4251_conv:8503,anxious,"['anxious', 'relieved', 'hopeful']",anxious,1.0
hit:5526_conv:11053,afraid,"['afraid', 'terrified', 'surprised']",afraid,1.0
hit:5834_conv:11669,terrified,"['afraid', 'terrified', 'surprised']",afraid,2.0
hit:6677_conv:13354,afraid,"['afraid', 'anxious', 'worried']",afraid,1.0
hit:6815_conv:13630,anticipating,"['excited', 'hopeful', 'content']",excited,
hit:734_conv:1468,confident,"['proud', 'confident', 'content']",proud,2.0
hit:9204_conv:18409,joyful,"['excited', 'content', 'hopeful']",excited,
hit:1372_conv:2745,afraid,"['guilty', 'anxious', 'hopeful']",guilty,
hit:2012_conv:4024,nostalgic,"['nostalgic', ' joyful', ' content']",nostalgic,1.0
hit:2588_conv:5176,disappointed,"['disappointed', ' annoyed', ' lonely']",disappointed,1.0
hit:4251_conv:8503,anxious,"['excited', ' hopeful', ' curious']",excited,
