conv_id,Original_Labels,Top_3_Emotion_Pred,1st_Emotion_Pred,2nd_Emotion_Pred,3rd_Emotion_Pred,Pred_Emo_Position
hit:11821_conv:23643,devastated,"['devastated', 'sad', 'hopeful']",devastated,sad,hopeful,1.0
hit:1729_conv:3459,caring,"['excited', 'hopeful', 'content']",excited,hopeful,content,
hit:6306_conv:12612,grateful,"['grateful', 'proud', 'joyful']",grateful,proud,joyful,1.0
hit:7548_conv:15097,impressed,"['surprised', ' excited', ' proud']",surprised,excited,proud,
hit:7940_conv:15880,trusting,"['confident', ' trusting', ' anxious']",confident,trusting,anxious,2.0
hit:8671_conv:17342,disappointed,"['disappointed', ' sad', ' hopeful']",disappointed,sad,hopeful,1.0
hit:10726_conv:21452,caring,"['proud', 'hopeful', 'grateful']",proud,hopeful,grateful,
hit:11866_conv:23733,disappointed,"['disappointed', 'surprised', 'sad']",disappointed,surprised,sad,1.0
hit:3118_conv:6236,sentimental,"['sad', ' nostalgic', ' lonely']",sad,nostalgic,lonely,
hit:7122_conv:14245,disgusted,"['disgusted', 'embarrassed', 'sad']",disgusted,embarrassed,sad,1.0
hit:11376_conv:22753,disappointed,"['disappointed', 'surprised', 'content']",disappointed,surprised,content,1.0
hit:2253_conv:4506,surprised,"['surprised', 'excited', 'hopeful']",surprised,excited,hopeful,1.0
hit:5690_conv:11381,grateful,"['proud', 'hopeful', 'content']",proud,hopeful,content,
hit:6492_conv:12984,anticipating,"['excited', 'anticipating', 'hopeful']",excited,anticipating,hopeful,2.0
hit:7895_conv:15791,prepared,"['excited', ' prepared', ' hopeful']",excited,prepared,hopeful,2.0
hit:10315_conv:20630,content,"['excited', ' joyful', ' hopeful']",excited,joyful,hopeful,
hit:11413_conv:22826,ashamed,"['angry', 'sad', 'grateful']",angry,sad,grateful,
hit:11818_conv:23637,embarrassed,"['embarrassed', ' surprised', ' disappointed']",embarrassed,surprised,disappointed,1.0
hit:1312_conv:2625,prepared,"['proud', 'hopeful', 'content']",proud,hopeful,content,
hit:3984_conv:7968,lonely,"['lonely', 'sad', 'hopeful']",lonely,sad,hopeful,1.0
hit:10152_conv:20305,hopeful,"['excited', 'hopeful', 'grateful']",excited,hopeful,grateful,2.0
hit:4698_conv:9396,surprised,"['excited', 'hopeful', 'anticipating']",excited,hopeful,anticipating,
hit:5471_conv:10943,joyful,"['excited', 'nostalgic', 'proud']",excited,nostalgic,proud,
hit:8332_conv:16664,impressed,"['excited', 'hopeful', 'content']",excited,hopeful,content,
hit:11175_conv:22351,faithful,"['sad', 'faithful', 'hopeful']",sad,faithful,hopeful,2.0
hit:1508_conv:3016,devastated,"['sad', 'surprised', 'devastated']",sad,surprised,devastated,3.0
hit:2234_conv:4468,surprised,"['surprised', 'afraid', 'anxious']",surprised,afraid,anxious,1.0
hit:2906_conv:5812,embarrassed,"['embarrassed', ' ashamed', ' anxious']",embarrassed,ashamed,anxious,1.0
hit:3603_conv:7206,devastated,"['sad', 'devastated', 'hopeful']",sad,devastated,hopeful,2.0
hit:5023_conv:10047,proud,"['proud', ' excited', ' hopeful']",proud,excited,hopeful,1.0
hit:8367_conv:16734,surprised,"['surprised', 'excited', 'hopeful']",surprised,excited,hopeful,1.0
hit:12278_conv:24556,terrified,"['terrified', 'afraid', 'surprised']",terrified,afraid,surprised,1.0
hit:4942_conv:9884,anticipating,"['excited', 'hopeful', 'confident']",excited,hopeful,confident,
hit:5219_conv:10438,caring,"['caring', ' sentimental', ' proud']",caring,sentimental,proud,1.0
hit:7391_conv:14783,disappointed,"['disappointed', 'sad', 'hopeful']",disappointed,sad,hopeful,1.0
hit:7916_conv:15832,surprised,"['excited', 'hopeful', 'surprised']",excited,hopeful,surprised,3.0
hit:9004_conv:18009,devastated,"['anxious', 'sad', 'hopeful']",anxious,sad,hopeful,
hit:3907_conv:7814,surprised,"['surprised', ' excited', ' proud']",surprised,excited,proud,1.0
hit:4168_conv:8337,guilty,"['guilty', 'sad', 'grateful']",guilty,sad,grateful,1.0
hit:4514_conv:9028,caring,"['caring', ' joyful', ' content']",caring,joyful,content,1.0
hit:10123_conv:20247,faithful,"['excited', 'hopeful', 'disgusted']",excited,hopeful,disgusted,
hit:10235_conv:20471,caring,"['sad', 'grateful', 'lonely']",sad,grateful,lonely,
hit:2551_conv:5103,grateful,"['grateful', 'hopeful', 'content']",grateful,hopeful,content,1.0
hit:4922_conv:9844,disgusted,"['disgusted', 'sad', 'surprised']",disgusted,sad,surprised,1.0
hit:5689_conv:11378,proud,"['proud', 'excited', 'hopeful']",proud,excited,hopeful,1.0
hit:11484_conv:22968,hopeful,"['sad', ' hopeful', ' caring']",sad,hopeful,caring,2.0
hit:6589_conv:13178,terrified,"['afraid', 'disgusted', 'surprised']",afraid,disgusted,surprised,
hit:1706_conv:3412,devastated,"['devastated', 'sad', 'hopeful']",devastated,sad,hopeful,1.0
hit:3030_conv:6060,disappointed,"['sad', 'lonely', 'devastated']",sad,lonely,devastated,
hit:7043_conv:14087,excited,"['surprised', 'excited', 'hopeful']",surprised,excited,hopeful,2.0
hit:7768_conv:15536,hopeful,"['excited', 'hopeful', 'joyful']",excited,hopeful,joyful,2.0
hit:8710_conv:17420,caring,"['caring', ' hopeful', ' anxious']",caring,hopeful,anxious,1.0
hit:10901_conv:21802,surprised,"['surprised', ' afraid', ' disgusted']",surprised,afraid,disgusted,1.0
hit:1155_conv:2311,excited,"['excited', 'grateful', 'hopeful']",excited,grateful,hopeful,1.0
hit:11899_conv:23798,sad,"['sad', ' disappointed', ' angry']",sad,disappointed,angry,1.0
hit:1447_conv:2894,caring,"['grateful', 'proud', 'surprised']",grateful,proud,surprised,
hit:8036_conv:16073,sentimental,"['nostalgic', 'excited', 'anxious']",nostalgic,excited,anxious,
hit:10751_conv:21503,angry,"['guilty', 'anxious', 'sad']",guilty,anxious,sad,
hit:3012_conv:6024,joyful,"['joyful', 'excited', 'hopeful']",joyful,excited,hopeful,1.0
hit:7004_conv:14009,prepared,"['confident', ' hopeful', ' excited']",confident,hopeful,excited,
hit:5243_conv:10487,caring,"['caring', 'grateful', 'hopeful']",caring,grateful,hopeful,1.0
hit:7407_conv:14814,proud,"['proud', ' grateful', ' hopeful']",proud,grateful,hopeful,1.0
hit:8437_conv:16874,sad,"['sad', ' nostalgic', ' hopeful']",sad,nostalgic,hopeful,1.0
hit:9410_conv:18821,anxious,"['embarrassed', ' anxious', ' hopeful']",embarrassed,anxious,hopeful,2.0
hit:10012_conv:20024,content,"['proud', 'hopeful', 'content']",proud,hopeful,content,3.0
hit:10877_conv:21754,sad,"['devastated', ' angry', ' disappointed']",devastated,angry,disappointed,
hit:1362_conv:2724,sentimental,"['nostalgic', ' sad', ' grateful']",nostalgic,sad,grateful,
hit:4011_conv:8022,terrified,"['afraid', 'anxious', 'terrified']",afraid,anxious,terrified,3.0
hit:9468_conv:18936,sentimental,"['nostalgic', ' proud', ' hopeful']",nostalgic,proud,hopeful,
hit:5526_conv:11053,afraid,"['afraid', 'terrified', 'surprised']",afraid,terrified,surprised,1.0
hit:5834_conv:11669,terrified,"['afraid', 'terrified', 'surprised']",afraid,terrified,surprised,2.0
hit:6815_conv:13630,anticipating,"['excited', 'hopeful', 'content']",excited,hopeful,content,
hit:734_conv:1468,confident,"['proud', 'confident', 'content']",proud,confident,content,2.0
hit:9204_conv:18409,joyful,"['excited', 'content', 'hopeful']",excited,content,hopeful,
hit:1372_conv:2745,afraid,"['guilty', 'anxious', 'hopeful']",guilty,anxious,hopeful,
hit:2012_conv:4024,nostalgic,"['nostalgic', ' joyful', ' content']",nostalgic,joyful,content,1.0
hit:2588_conv:5176,disappointed,"['disappointed', ' annoyed', ' lonely']",disappointed,annoyed,lonely,1.0
hit:8327_conv:16655,sentimental,"['nostalgic', 'sad', 'hopeful']",nostalgic,sad,hopeful,
hit:12027_conv:24054,lonely,"['sad', 'lonely', 'anxious']",sad,lonely,anxious,2.0
hit:3867_conv:7734,trusting,"['surprised', ' grateful', ' trusting']",surprised,grateful,trusting,3.0
hit:5090_conv:10180,caring,"['caring', 'hopeful', 'grateful']",caring,hopeful,grateful,1.0
hit:617_conv:1235,excited,"['excited', 'hopeful', 'content']",excited,hopeful,content,1.0
hit:6896_conv:13793,impressed,"['excited', ' proud', ' hopeful']",excited,proud,hopeful,
hit:9898_conv:19797,sentimental,"['proud', 'hopeful', 'content']",proud,hopeful,content,
hit:5794_conv:11589,embarrassed,"['embarrassed', 'surprised', 'anxious']",embarrassed,surprised,anxious,1.0
hit:698_conv:1396,proud,"['proud', 'hopeful', 'impressed']",proud,hopeful,impressed,1.0
hit:7457_conv:14915,excited,"['excited', ' joyful', ' grateful']",excited,joyful,grateful,1.0
hit:943_conv:1887,nostalgic,"['nostalgic', 'hopeful', 'content']",nostalgic,hopeful,content,1.0
hit:11213_conv:22426,anticipating,"['excited', ' grateful', ' hopeful']",excited,grateful,hopeful,
hit:6512_conv:13024,disgusted,"['disgusted', 'sad', 'surprised']",disgusted,sad,surprised,1.0
hit:8385_conv:16771,guilty,"['disappointed', 'sad', 'guilty']",disappointed,sad,guilty,3.0
hit:9127_conv:18254,proud,"['proud', 'impressed', 'hopeful']",proud,impressed,hopeful,1.0
hit:5830_conv:11660,prepared,"['prepared', ' hopeful', ' proud']",prepared,hopeful,proud,1.0
hit:5868_conv:11737,disappointed,"['angry', 'disappointed', 'anxious']",angry,disappointed,anxious,2.0
hit:8222_conv:16445,surprised,"['excited', 'hopeful', 'grateful']",excited,hopeful,grateful,
hit:1354_conv:2708,prepared,"['excited', 'hopeful', 'proud']",excited,hopeful,proud,
hit:3091_conv:6183,disappointed,"['disappointed', 'sad', 'lonely']",disappointed,sad,lonely,1.0
hit:10351_conv:20703,jealous,"['embarrassed', ' annoyed', ' grateful']",embarrassed,annoyed,grateful,
hit:3620_conv:7241,confident,"['excited', 'confident', 'hopeful']",excited,confident,hopeful,2.0
hit:5011_conv:10023,proud,"['excited', 'proud', 'hopeful']",excited,proud,hopeful,2.0
hit:7908_conv:15817,joyful,"['content', ' hopeful', ' grateful']",content,hopeful,grateful,
hit:3128_conv:6256,confident,"['excited', 'proud', 'hopeful']",excited,proud,hopeful,
hit:6311_conv:12622,guilty,"['guilty', 'anxious', 'disappointed']",guilty,anxious,disappointed,1.0
hit:9710_conv:19421,excited,"['excited', 'anxious', 'hopeful']",excited,anxious,hopeful,1.0
hit:11190_conv:22380,faithful,"['proud', ' faithful', ' grateful']",proud,faithful,grateful,2.0
hit:11407_conv:22815,embarrassed,"['embarrassed', ' surprised', ' grateful']",embarrassed,surprised,grateful,1.0
hit:3449_conv:6898,trusting,"['confident', ' hopeful', ' trusting']",confident,hopeful,trusting,3.0
hit:3792_conv:7584,lonely,"['lonely', 'sad', 'hopeful']",lonely,sad,hopeful,1.0
hit:4041_conv:8082,embarrassed,"['afraid', 'sad', 'hopeful']",afraid,sad,hopeful,
hit:5468_conv:10937,anxious,"['anxious', 'hopeful', 'confident']",anxious,hopeful,confident,1.0
hit:9106_conv:18213,disgusted,"['disgusted', 'annoyed', 'embarrassed']",disgusted,annoyed,embarrassed,1.0
hit:9337_conv:18674,lonely,"['lonely', 'sad', 'grateful']",lonely,sad,grateful,1.0
hit:264_conv:528,excited,"['excited', ' grateful', ' proud']",excited,grateful,proud,1.0
hit:512_conv:1024,nostalgic,"['nostalgic', 'excited', 'sentimental']",nostalgic,excited,sentimental,1.0
hit:5314_conv:10629,surprised,"['excited', ' grateful', ' proud']",excited,grateful,proud,
hit:762_conv:1524,trusting,"['lonely', 'annoyed', 'sad']",lonely,annoyed,sad,
hit:8590_conv:17181,anticipating,"['excited', ' hopeful', ' anxious']",excited,hopeful,anxious,
hit:10946_conv:21892,confident,"['excited', ' hopeful', ' grateful']",excited,hopeful,grateful,
hit:11179_conv:22358,guilty,"['devastated', ' anxious', ' hopeful']",devastated,anxious,hopeful,
hit:8883_conv:17766,embarrassed,"['embarrassed', 'annoyed', 'sad']",embarrassed,annoyed,sad,1.0
hit:1591_conv:3183,hopeful,"['hopeful', 'excited', 'anxious']",hopeful,excited,anxious,1.0
hit:1683_conv:3366,furious,"['angry', 'surprised', 'annoyed']",angry,surprised,annoyed,
hit:4646_conv:9293,lonely,"['lonely', 'sad', 'grateful']",lonely,sad,grateful,1.0
hit:5932_conv:11865,prepared,"['annoyed', 'disappointed', 'hopeful']",annoyed,disappointed,hopeful,
hit:675_conv:1350,content,"['content', 'hopeful', 'grateful']",content,hopeful,grateful,1.0
hit:9692_conv:19385,jealous,"['angry', 'sad', 'disappointed']",angry,sad,disappointed,
hit:1015_conv:2031,impressed,"['impressed', 'proud', 'surprised']",impressed,proud,surprised,1.0
hit:11395_conv:22791,lonely,"['sad', 'lonely', 'grateful']",sad,lonely,grateful,2.0
hit:11553_conv:23107,prepared,"['prepared', ' hopeful', ' grateful']",prepared,hopeful,grateful,1.0
hit:11970_conv:23941,caring,"['caring', 'grateful', 'sad']",caring,grateful,sad,1.0
hit:228_conv:456,surprised,"['proud', 'excited', 'hopeful']",proud,excited,hopeful,
hit:8669_conv:17339,proud,"['excited', ' proud', ' hopeful']",excited,proud,hopeful,2.0
hit:11502_conv:23004,sad,"['devastated', 'sad', 'angry']",devastated,sad,angry,2.0
hit:1165_conv:2331,guilty,"['ashamed', ' nostalgic', ' grateful']",ashamed,nostalgic,grateful,
hit:11704_conv:23409,trusting,"['proud', 'trusting', 'content']",proud,trusting,content,2.0
hit:11789_conv:23579,jealous,"['angry', 'jealous', 'disgusted']",angry,jealous,disgusted,2.0
hit:291_conv:583,ashamed,"['embarrassed', ' ashamed', ' caring']",embarrassed,ashamed,caring,2.0
hit:6105_conv:12211,sad,"['sad', 'lonely', 'hopeful']",sad,lonely,hopeful,1.0
hit:11347_conv:22695,content,"['excited', 'hopeful', 'content']",excited,hopeful,content,3.0
hit:1482_conv:2964,proud,"['proud', 'excited', 'hopeful']",proud,excited,hopeful,1.0
hit:4227_conv:8455,angry,"['angry', 'annoyed', 'disgusted']",angry,annoyed,disgusted,1.0
hit:6325_conv:12650,lonely,"['disappointed', ' angry', ' lonely']",disappointed,angry,lonely,3.0
hit:2280_conv:4561,excited,"['excited', ' hopeful', ' proud']",excited,hopeful,proud,1.0
hit:3113_conv:6227,afraid,"['afraid', 'lonely', 'surprised']",afraid,lonely,surprised,1.0
hit:4716_conv:9432,nostalgic,"['nostalgic', ' hopeful', ' disappointed']",nostalgic,hopeful,disappointed,1.0
hit:5643_conv:11286,angry,"['angry', 'sad', 'annoyed']",angry,sad,annoyed,1.0
hit:5225_conv:10451,excited,"['grateful', ' joyful', ' content']",grateful,joyful,content,
hit:6218_conv:12437,joyful,"['content', ' grateful', ' hopeful']",content,grateful,hopeful,
hit:7132_conv:14265,grateful,"['grateful', 'excited', 'hopeful']",grateful,excited,hopeful,1.0
hit:8723_conv:17447,lonely,"['anxious', 'lonely', 'grateful']",anxious,lonely,grateful,2.0
hit:8734_conv:17468,sad,"['sad', ' nostalgic', ' disappointed']",sad,nostalgic,disappointed,1.0
hit:11303_conv:22606,anticipating,"['excited', 'hopeful', 'content']",excited,hopeful,content,
hit:2544_conv:5088,sentimental,"['nostalgic', 'hopeful', 'content']",nostalgic,hopeful,content,
hit:3248_conv:6496,excited,"['excited', 'hopeful', 'anxious']",excited,hopeful,anxious,1.0
hit:5174_conv:10348,excited,"['excited', 'anticipating', 'hopeful']",excited,anticipating,hopeful,1.0
hit:7484_conv:14968,lonely,"['sad', 'lonely', 'grateful']",sad,lonely,grateful,2.0
hit:10750_conv:21500,grateful,"['grateful', ' excited', ' hopeful']",grateful,excited,hopeful,1.0
hit:10804_conv:21609,annoyed,"['angry', ' annoyed', ' proud']",angry,annoyed,proud,2.0
hit:6190_conv:12381,nostalgic,"['nostalgic', 'hopeful', 'content']",nostalgic,hopeful,content,1.0
hit:7470_conv:14940,prepared,"['anxious', 'hopeful', 'prepared']",anxious,hopeful,prepared,3.0
hit:9799_conv:19599,hopeful,"['confident', 'hopeful', 'impressed']",confident,hopeful,impressed,2.0
hit:11518_conv:23036,furious,"['angry', 'sad', 'disappointed']",angry,sad,disappointed,
hit:12408_conv:24817,jealous,"['jealous', 'angry', 'guilty']",jealous,angry,guilty,1.0
hit:1296_conv:2593,lonely,"['afraid', 'lonely', 'sad']",afraid,lonely,sad,2.0
hit:3940_conv:7880,prepared,"['proud', ' content', ' grateful']",proud,content,grateful,
hit:8702_conv:17405,prepared,"['anxious', ' prepared', ' hopeful']",anxious,prepared,hopeful,2.0
hit:5085_conv:10170,excited,"['excited', 'hopeful', 'content']",excited,hopeful,content,1.0
hit:7224_conv:14448,caring,"['grateful', ' proud', ' content']",grateful,proud,content,
hit:8583_conv:17166,sad,"['sad', ' disappointed', ' hopeful']",sad,disappointed,hopeful,1.0
hit:10630_conv:21260,trusting,"['angry', 'surprised', 'disappointed']",angry,surprised,disappointed,
hit:11205_conv:22411,content,"['excited', 'hopeful', 'joyful']",excited,hopeful,joyful,
hit:11227_conv:22455,devastated,"['sad', 'lonely', 'anxious']",sad,lonely,anxious,
hit:11959_conv:23918,prepared,"['prepared', ' hopeful', ' confident']",prepared,hopeful,confident,1.0
hit:5745_conv:11491,anxious,"['excited', ' proud', ' grateful']",excited,proud,grateful,
hit:9590_conv:19180,ashamed,"['embarrassed', 'surprised', 'anxious']",embarrassed,surprised,anxious,
hit:12391_conv:24782,ashamed,"['embarrassed', 'sad', 'surprised']",embarrassed,sad,surprised,
hit:12394_conv:24789,sentimental,"['nostalgic', ' proud', ' hopeful']",nostalgic,proud,hopeful,
hit:1722_conv:3445,excited,"['excited', ' joyful', ' proud']",excited,joyful,proud,1.0
hit:3766_conv:7532,terrified,"['terrified', 'anxious', 'disgusted']",terrified,anxious,disgusted,1.0
hit:11805_conv:23610,confident,"['excited', 'hopeful', 'confident']",excited,hopeful,confident,3.0
hit:11959_conv:23919,nostalgic,"['nostalgic', ' disappointed', ' hopeful']",nostalgic,disappointed,hopeful,1.0
hit:1830_conv:3661,joyful,"['excited', 'hopeful', 'anticipating']",excited,hopeful,anticipating,
hit:4258_conv:8517,prepared,"['excited', ' hopeful', ' prepared']",excited,hopeful,prepared,3.0
hit:5394_conv:10789,nostalgic,"['nostalgic', 'excited', 'hopeful']",nostalgic,excited,hopeful,1.0
hit:8450_conv:16900,sad,"['sad', 'anxious', 'afraid']",sad,anxious,afraid,1.0
hit:11713_conv:23426,disgusted,"['disgusted', 'surprised', 'sad']",disgusted,surprised,sad,1.0
hit:12247_conv:24495,apprehensive,"['hopeful', 'excited', 'anxious']",hopeful,excited,anxious,
hit:3852_conv:7704,hopeful,"['excited', ' proud', ' disappointed']",excited,proud,disappointed,
hit:5860_conv:11721,embarrassed,"['ashamed', 'embarrassed', 'annoyed']",ashamed,embarrassed,annoyed,2.0
hit:5920_conv:11841,disgusted,"['disgusted', ' surprised', ' annoyed']",disgusted,surprised,annoyed,1.0
hit:8250_conv:16500,furious,"['angry', 'annoyed', 'sad']",angry,annoyed,sad,
hit:3736_conv:7472,nostalgic,"['nostalgic', ' disappointed', ' hopeful']",nostalgic,disappointed,hopeful,1.0
hit:4349_conv:8698,lonely,"['lonely', 'sad', 'hopeful']",lonely,sad,hopeful,1.0
hit:6081_conv:12163,apprehensive,"['anxious', 'hopeful', 'grateful']",anxious,hopeful,grateful,
hit:6940_conv:13880,anxious,"['excited', ' hopeful', ' joyful']",excited,hopeful,joyful,
hit:1682_conv:3365,sad,"['sad', 'anxious', 'hopeful']",sad,anxious,hopeful,1.0
hit:3101_conv:6202,jealous,"['excited', 'annoyed', 'hopeful']",excited,annoyed,hopeful,
hit:7340_conv:14681,devastated,"['sad', ' anxious', ' hopeful']",sad,anxious,hopeful,
hit:9585_conv:19171,annoyed,"['embarrassed', 'annoyed', 'sad']",embarrassed,annoyed,sad,2.0
hit:2269_conv:4538,surprised,"['nostalgic', 'hopeful', 'content']",nostalgic,hopeful,content,
hit:6511_conv:13022,trusting,"['sad', 'angry', 'disappointed']",sad,angry,disappointed,
hit:6769_conv:13539,nostalgic,"['nostalgic', 'excited', 'hopeful']",nostalgic,excited,hopeful,1.0
hit:6819_conv:13639,hopeful,"['excited', ' hopeful', ' proud']",excited,hopeful,proud,2.0
hit:1590_conv:3180,proud,"['proud', 'excited', 'content']",proud,excited,content,1.0
hit:2259_conv:4519,confident,"['disappointed', 'surprised', 'sad']",disappointed,surprised,sad,
